"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.13248239","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","3.24103476","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","3.06510341","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","3.68292799","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","3.5","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.33780812","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.35943343","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.08285586","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.96913013","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Wajir","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.73529411","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Wajir","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.4","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Wajir","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.35185185","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Wajir","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.34722222","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.25622276","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","5.22486666","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.52367448","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.51380103","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.56760532","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.45394944","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.70472617","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bomet","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.16753683","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bomet","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.10696224","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bomet","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.44972826","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bomet","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.56854569","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","3.33608865","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","3.65721919","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.89058510","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.97867602","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.95552918","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Embu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.19789130","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Garrisa","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.92975493","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.03353934","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.46753728","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.22536927","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kakamega","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.51455023","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kiambu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.97231858","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.44412025","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.29181257","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisii","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.80069970","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.63764896","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.68828684","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kitui","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.43402480","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.29088006","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Machakos","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.9","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.59427040","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Marsabit","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.15430402","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.06082318","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.29156310","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.33920554","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nandi","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.36627915","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Narok","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.12637690","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Narok","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.37471664","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyamira","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.31653632","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyeri","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.12653840","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.37251643","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.48537253","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.91148727","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.02536405","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.27016361","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","3.58222733","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.76057142","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","4.04109232","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.19010232","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Wajir","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","0.26090750","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","1.34110941","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.23234051","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bomet","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.32035412","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Maize (Yield)","2.77010350","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
