"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.01987577","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.10773384","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.08677042","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","2.04788927","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.13159235","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.63131745","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bomet","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.20315137","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bomet","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.56403269","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.56266666","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Busia","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.42989614","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Embu","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.43531141","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Embu","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.68301789","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.64338192","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.13348423","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","5.58912386","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.98068965","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kakamega","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.28399553","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kilifi","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.18442892","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.34246575","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.35636363","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kwale","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.61753246","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.35593982","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.74754098","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.5","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.54","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","2.46153846","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.52990612","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nandi","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.66213712","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.98870131","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.65528230","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","0.58725256","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","2.01120162","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.13367875","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Sorghum (Yield)","1.15614617","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
