"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"Mandera","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.81","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mandera","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.3","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mandera","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.72881355","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mandera","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.96808510","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Marsabit","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.16842105","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Marsabit","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.22","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Marsabit","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.11648351","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Marsabit","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.04395604","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Marsabit","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.53424657","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.37092771","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.8","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.55556168","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.82386142","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.73172730","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.67","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.5","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.77380952","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.96153846","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.54","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.72","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.12568965","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.2052","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.38948640","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.56","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.64115319","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.5","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.75","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.76086956","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.66","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.80434782","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.035","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nandi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.575","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Elgeyo Marakwet","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.91125827","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Garrisa","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.44155844","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kiambu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.63","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kilifi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.3","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.08264462","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.18","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.2","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.3","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.35","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.76712328","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.51238267","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.67484139","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kitui","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.7","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Lamu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.95062937","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.52357896","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.53502691","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.68421052","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.53351984","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.55443110","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.4","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.47860394","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.69373503","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.40000705","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Wajir","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Baringo","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.2","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Bungoma","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.57088607","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.63729569","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.54","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.32975420","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.29210526","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.92288245","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.98","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.03435418","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.44576362","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.94146593","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.14","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.21376034","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.3497916","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.27561954","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.48","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.39252201","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.24","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.83018867","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","1.01824324","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.9","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.24473684","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.69760274","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.61714285","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.63","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.55663442","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Green Grams (Yield)","0.51","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
